threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall,model,smooth_accuracy,smooth_overall_f1,smooth_ham_accuracy,smooth_ham_f1,smooth_spam_accuracy,smooth_spam_f1
0.0,5586812928.0,66955010,0.0,0.0,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.1,5427074743.21773,65040632,2.859200528832717,2.859200528832717,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.2,5270905259.300676,63169023,5.65452383622973,5.654523836229719,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.3,5121120620.049281,61373933,8.33556293995027,8.33556293995028,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.4,4979245214.5328865,59673631,10.875032353814897,10.875032353814897,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.5,4845798214.506347,58074339,13.26363927060873,13.26363927060873,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.6000000000000001,4720288317.60827,56570169,15.510177655114976,15.510177655114964,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.7000000000000001,4602429987.717613,55157699,17.619758401947816,17.619758401947816,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.8,4491344337.644748,53826396,19.608112970187,19.60811297018701,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
0.9,4386016053.678155,52564092,21.493414757163055,21.493414757163055,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.996,0.995999935998976,1.0,0.99601593625498,0.992,0.9959839357429718
1.0,4286106113.824908,51366724,23.281732016767677,23.281732016767677,0.996,0.995999935998976,0.996031746031746,0.996,1.0,0.99601593625498,0.992063492063492,1.0,0.992,0.9959839357429718,1.0,0.992,sureshs_distilbert-large-sms-spam,0.99495,0.9949498347411533,0.9994,0.994976485901874,0.9904999999999999,0.9949231835804326
1.1,4191277999.3310184,50230259,24.979088196686103,24.979088196686103,0.997,0.996999972999757,0.9970178926441352,0.997,1.0,0.9970089730807578,0.9940357852882704,1.0,0.994,0.9969909729187564,1.0,0.994,sureshs_distilbert-large-sms-spam,0.9946000000000002,0.9945997933875956,0.9993000000000001,0.9946305949364987,0.9898999999999999,0.9945689918386927
1.2000000000000002,4100673850.2138977,49144416,26.600838383864033,26.600838383864033,0.997,0.996999972999757,0.9970178926441352,0.997,1.0,0.9970089730807578,0.9940357852882704,1.0,0.994,0.9969909729187564,1.0,0.994,sureshs_distilbert-large-sms-spam,0.9940999999999999,0.9940996957731297,0.9992000000000001,0.9941380985190067,0.9889999999999999,0.9940612930272525
1.3,4014232921.208755,48108467,28.14806987557764,28.14806987557764,0.997,0.996999972999757,0.9970178926441352,0.997,1.0,0.9970089730807578,0.9940357852882704,1.0,0.994,0.9969909729187564,1.0,0.994,sureshs_distilbert-large-sms-spam,0.9932500000000001,0.9932493197862943,0.9991,0.9933068797239221,0.9874,0.9931917598486667
1.4,3931744189.273475,47119883,29.62455983502952,29.62455983502952,0.996,0.995999983999936,0.996007936126978,0.996,0.998,0.996007984031936,0.99402390438247,0.998,0.994,0.995991983967936,0.997991967871486,0.994,sureshs_distilbert-large-sms-spam,0.9924499999999998,0.9924489988813356,0.999,0.9925237646400532,0.9859,0.9923742331226177
